Nucleosome	Probability
291	0.000284518848686105
292	0.0002830585277455444
293	0.0002816106562801013
294	0.0002801750862073127
295	0.000278751671701688
296	0.0002773402691528537
297	0.0002759407371245026
298	0.0002745529363144539
299	0.00027317672951504557
300	0.0002718119815751652
301	0.00027045855936269625
302	0.00026911633172732596
303	0.00026778516946524
304	0.00026646494528340114
305	0.0002651555337654099
306	0.00026385681133775374
307	0.0002625686562366947
308	0.0002612909484761561
309	0.00026002356981599806
310	0.00025876640373112547
311	0.00025751933538095684
312	0.0002562822515803642
313	0.00025505504076966945
314	0.0002538375929871106
315	0.00025262979984028155
316	0.000251431554479431
317	0.0002502427515701511
318	0.00024906328726745364
319	0.0002478930591902906
320	0.0002467319663961298
321	0.00024557990935636376
322	0.00024443678993224527
323	0.00024330251135140646
324	0.00024217697818426642
325	0.0002410600963216325
326	0.00023995177295260683
327	0.00023885191654204885
328	0.00023776043681025816
329	0.0002366772447109644
330	0.00023560225241145427
331	0.0002345353732721711
332	0.00023347652182709178
333	0.0002324256137641867
334	0.00023138256590646278
335	0.00023034729619356153
336	0.00022931972366319053
337	0.00022829976843344313
338	0.00022728735168511816
339	0.00022628239564448371
340	0.0002252848235664573
341	0.00022429455971795242
342	0.0002233115293617527
343	0.00022233565874019146
344	0.00022136687506002506
345	0.00022040510647666767
346	0.00021945028207931427
347	0.00021850233187598045
348	0.00021756118677929148
349	0.00021662677859182744
350	0.00021569903999257845
351	0.0002147779045228171
352	0.0002138633065729978
353	0.0002129551813692676
354	0.0002120534649606154
355	0.0002111580942061042
356	0.00021026900676238136
357	0.00020938614107138265
358	0.0002085094363482587
359	0.00020763883256957882
360	0.00020677427046172925
361	0.00020591569148928346
362	0.00020506303784426083
363	0.00020421625243446928
364	0.00020337527887331897
365	0.00020254006146880332
366	0.0002017105452132295
367	0.00020088667577281005
368	0.0002000683994779484
369	0.00019925566331280287
370	0.0001984484149062382
371	0.00019764660252163946
372	0.0001968501750478635
373	0.0001960590819901631
374	0.0001952732734607221
375	0.00019449270017007914
376	0.00019371731341835674
377	0.00019294706508635184
378	0.00019218190762762544
379	0.00019142179405970405
380	0.00019066667795619718
381	0.00018991651343869265
382	0.000189171255168874
383	0.0001884308583406935
384	0.00018769527867298907
385	0.00018696447240179603
386	0.00018623839627282535
387	0.00018551700753474676
388	0.000184800263931445
389	0.00018408812369552496
390	0.00018338054554103977
391	0.00018267748865707922
392	0.00018197891270080313
393	0.00018128477779100205
394	0.00018059504450179675
395	0.00017990967385606016
396	0.00017922862731939437
397	0.00017855186679385793
398	0.00017787935461197057
399	0.00017721105353094013
400	0.00017654692672650074
401	0.0001758869377875838
402	0.000175231050710295
403	0.00017457922989252972
404	0.00017393144012861628
405	0.0001732876466036537
406	0.00017264781488851577
407	0.0001720119109344942
408	0.00017137990106808054
409	0.00017075175198616455
410	0.00017012743075081604
411	0.00016950690478470531
412	0.000168890141865774
413	0.00016827711012326607
414	0.00016766777803228772
415	0.0001670621144097273
416	0.00016646008840962012
417	0.0001658616695186521
418	0.00016526682755160782
419	0.00016467553264765122
420	0.00016408775526530195
421	0.00016350346617891032
422	0.00016292263647421645
423	0.00016234523754435348
424	0.00016177124108587848
425	0.0001612006190949422
426	0.0001606333438631813
427	0.00016006938797435977
428	0.00015950872429987273
429	0.00015895132599597073
430	0.00015839716649945768
431	0.00015784621952419364
432	0.00015729845905798623
433	0.00015675385935864927
434	0.00015621239495069994
435	0.00015567404062216683
436	0.00015513877142106502
437	0.00015460656265234296
438	0.00015407738987432973
439	0.00015355122889582073
440	0.00015302805577294132
441	0.00015250784680601037
442	0.0001519905785363207
443	0.00015147622774361325
444	0.0001509647714425244
445	0.00015045618688025453
446	0.0001499504515333483
447	0.00014944754310486363
448	0.00014894743952190148
449	0.00014845011893249715
450	0.00014795555970317786
451	0.00014746374041610388
452	0.0001469746398667371
453	0.00014648823706084335
454	0.0001460045112122721
455	0.00014552344174040277
456	0.00014504500826748035
457	0.00014456919061633933
458	0.00014409596880804454
459	0.00014362532305919884
460	0.00014315723378016676
461	0.0001426916815720214
462	0.0001422286472251011
463	0.00014176811171603965
464	0.00014131005620607318
465	0.0001408544620384311
466	0.00014040131073667084
467	0.00013995058400204097
468	0.0001395022637118437
469	0.0001390563319169924
470	0.0001386127708404017
471	0.000138171562874434
472	0.00013773269057953952
473	0.00013729613668178597
474	0.00013686188407124877
475	0.0001364299157999016
476	0.00013600021508008986
477	0.00013557276528214368
478	0.00013514754993307343
479	0.00013472455271454353
480	0.00013430375746106837
481	0.00013388514815834696
482	0.0001334687089414588
483	0.0001330544240933651
484	0.00013264227804288264
485	0.00013223225536343475
486	0.00013182434077099736
487	0.00013141851912285007
488	0.00013101477541585527
489	0.00013061309478473726
490	0.0001302134625007223
491	0.0001298158639700675
492	0.00012942028473234002
493	0.00012902671045891823
494	0.00012863512695190926
495	0.0001282455201422339
496	0.00012785787608840526
497	0.00012747218097519664
498	0.00012708842111203156
499	0.0001267065829318459
500	0.00012632665298956125
501	0.00012594861796080825
502	0.000125572464640622
503	0.0001251981799420543
504	0.00012482575089500791
505	0.00012445516464493211
506	0.00012408640845146257
507	0.00012371946968720016
508	0.00012335433583682276
509	0.00012299099449525341
510	0.00012262943336704968
511	0.0001222696402649326
512	0.0001219116031086348
513	0.00012155530992387364
514	0.00012120074884108822
515	0.00012084790809450963
516	0.00012049677602067599
517	0.00012014734105790514
518	0.00011979959174464316
519	0.00011945351671886761
520	0.00011910910471667202
521	0.00011876634457153035
522	0.0001184252252129786
523	0.0001180857356658932
524	0.00011774786504935297
525	0.0001174116025755706
526	0.00011707693754904602
527	0.00011674385936560894
528	0.00011641235751136403
529	0.00011608242156180282
530	0.00011575404118097099
531	0.00011542720612035817
532	0.00011510190621814853
533	0.00011477813139837423
534	0.00011445587166973581
535	0.0001141351171251026
536	0.00011381585794041638
537	0.00011349808437388642
538	0.00011318178676526791
539	0.00011286695553472392
540	0.00011255358118247849
541	0.00011224165428755373
542	0.00011193116550714532
543	0.00011162210557599805
544	0.00011131446530530942
545	0.00011100823558216066
546	0.00011070340736871187
547	0.00011039997170150806
548	0.0001100979196905355
549	0.00010979724251869438
550	0.00010949793144095221
551	0.000109199977783761
552	0.00010890337294407193
553	0.00010860810838903001
554	0.00010831417565487778
555	0.0001080215663465528
556	0.00010773027213686892
557	0.00010744028476586398
558	0.00010715159604021696
559	0.00010686419783252632
560	0.00010657808208057451
561	0.00010629324078695324
562	0.00010600966601807815
563	0.0001057273499039113
564	0.00010544628463708683
565	0.00010516646247238359
566	0.00010488787572619784
567	0.0001046105167758632
568	0.00010433437805898449
569	0.00010405945207311862
570	0.00010378573137488634
571	0.00010351320857954205
572	0.00010324187636057136
573	0.00010297172744876126
574	0.00010270275463196421
575	2.1804523991378333e-05
